S.No.,"Date of
Encashment",Name of the Political Party,Denomination
445,12-Apr-19,BHARTIYA JANTA PARTY,1000000
446,12-Apr-19,BHARTIYA JANTA PARTY,10000000
447,12-Apr-19,BHARTIYA JANTA PARTY,1000000
448,12-Apr-19,BHARTIYA JANTA PARTY,1000000
449,12-Apr-19,BHARTIYA JANTA PARTY,10000000
450,12-Apr-19,BHARTIYA JANTA PARTY,1000000
451,12-Apr-19,BHARTIYA JANTA PARTY,10000000
452,12-Apr-19,BHARTIYA JANTA PARTY,10000000
453,12-Apr-19,BHARTIYA JANTA PARTY,10000000
454,12-Apr-19,BHARTIYA JANTA PARTY,1000000
455,12-Apr-19,BHARTIYA JANTA PARTY,10000000
456,12-Apr-19,BHARTIYA JANTA PARTY,10000000
457,12-Apr-19,BHARTIYA JANTA PARTY,10000000
458,12-Apr-19,BHARTIYA JANTA PARTY,10000000
459,12-Apr-19,BHARTIYA JANTA PARTY,10000000
460,12-Apr-19,BHARTIYA JANTA PARTY,10000000
461,12-Apr-19,BHARTIYA JANTA PARTY,1000000
462,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
463,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
464,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
465,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
466,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
467,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
468,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
469,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
470,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
471,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
472,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
473,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
474,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
475,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
476,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
477,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
478,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
479,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
480,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
481,12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
482,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
483,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
484,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
485,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
486,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
487,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
488,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
489,12-Apr-19,SHIVSENA (POLITICAL PARTY),10000000
490,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
491,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
492,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
493,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
494,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
495,12-Apr-19,SHIVSENA (POLITICAL PARTY),10000000
496,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
497,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
498,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
499,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
500,12-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
501,12-Apr-19,TELUGU DESAM PARTY,1000000
502,12-Apr-19,TELUGU DESAM PARTY,1000000
503,12-Apr-19,TELUGU DESAM PARTY,1000000
504,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
505,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
506,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000
507,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,1000000
508,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000
509,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
510,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000
511,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
512,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
513,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
514,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000
515,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,1000000
516,12-Apr-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000
517,15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000
518,15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000
519,15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000
520,15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000
521,15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000
522,15-Apr-19,BHARTIYA JANTA PARTY,10000000
523,15-Apr-19,BHARTIYA JANTA PARTY,10000000
524,15-Apr-19,BHARTIYA JANTA PARTY,10000000
525,15-Apr-19,BHARTIYA JANTA PARTY,10000000
526,15-Apr-19,BHARTIYA JANTA PARTY,10000000
527,15-Apr-19,BHARTIYA JANTA PARTY,1000000
528,15-Apr-19,BHARTIYA JANTA PARTY,1000000
529,15-Apr-19,BHARTIYA JANTA PARTY,1000000
530,15-Apr-19,BHARTIYA JANTA PARTY,1000000
531,15-Apr-19,BHARTIYA JANTA PARTY,1000000
532,15-Apr-19,BHARTIYA JANTA PARTY,1000000
533,15-Apr-19,BHARTIYA JANTA PARTY,100000
534,15-Apr-19,BHARTIYA JANTA PARTY,1000000
535,15-Apr-19,BHARTIYA JANTA PARTY,1000000
536,15-Apr-19,BHARTIYA JANTA PARTY,1000000
537,15-Apr-19,BHARTIYA JANTA PARTY,10000000
538,15-Apr-19,BHARTIYA JANTA PARTY,1000000
539,15-Apr-19,BHARTIYA JANTA PARTY,100000
540,15-Apr-19,BHARTIYA JANTA PARTY,1000000
541,15-Apr-19,BHARTIYA JANTA PARTY,1000000
542,15-Apr-19,BHARTIYA JANTA PARTY,1000000
543,15-Apr-19,BHARTIYA JANTA PARTY,10000000
544,15-Apr-19,BHARTIYA JANTA PARTY,1000000
545,15-Apr-19,BHARTIYA JANTA PARTY,1000000
546,15-Apr-19,BHARTIYA JANTA PARTY,1000000
547,15-Apr-19,BHARTIYA JANTA PARTY,10000000
548,15-Apr-19,BHARTIYA JANTA PARTY,10000000
549,15-Apr-19,BHARTIYA JANTA PARTY,10000000
550,15-Apr-19,BHARTIYA JANTA PARTY,10000000
551,15-Apr-19,BHARTIYA JANTA PARTY,1000000
552,15-Apr-19,BHARTIYA JANTA PARTY,10000000
553,15-Apr-19,BHARTIYA JANTA PARTY,1000000
554,15-Apr-19,BHARTIYA JANTA PARTY,10000000
555,15-Apr-19,BHARTIYA JANTA PARTY,10000000
556,15-Apr-19,BHARTIYA JANTA PARTY,10000000
557,15-Apr-19,BHARTIYA JANTA PARTY,1000000
558,15-Apr-19,BHARTIYA JANTA PARTY,10000000
559,15-Apr-19,BHARTIYA JANTA PARTY,10000000
560,15-Apr-19,BHARTIYA JANTA PARTY,10000000
561,15-Apr-19,BHARTIYA JANTA PARTY,10000000
562,15-Apr-19,BHARTIYA JANTA PARTY,10000000
563,15-Apr-19,BHARTIYA JANTA PARTY,10000000
564,15-Apr-19,BHARTIYA JANTA PARTY,1000000
565,15-Apr-19,BHARTIYA JANTA PARTY,1000000
566,15-Apr-19,BHARTIYA JANTA PARTY,1000000
567,15-Apr-19,BHARTIYA JANTA PARTY,10000000
568,15-Apr-19,BHARTIYA JANTA PARTY,10000000
569,15-Apr-19,BHARTIYA JANTA PARTY,10000000
570,15-Apr-19,BHARTIYA JANTA PARTY,1000000
571,15-Apr-19,BHARTIYA JANTA PARTY,1000000
572,15-Apr-19,BHARTIYA JANTA PARTY,1000000
573,15-Apr-19,BHARTIYA JANTA PARTY,1000000
574,15-Apr-19,BHARTIYA JANTA PARTY,1000000
575,15-Apr-19,BHARTIYA JANTA PARTY,1000000
576,15-Apr-19,BHARTIYA JANTA PARTY,1000000
577,15-Apr-19,BHARTIYA JANTA PARTY,1000000
578,15-Apr-19,BHARTIYA JANTA PARTY,1000000
579,15-Apr-19,BHARTIYA JANTA PARTY,1000000
580,15-Apr-19,BHARTIYA JANTA PARTY,1000000
581,15-Apr-19,BHARTIYA JANTA PARTY,10000000
582,15-Apr-19,BHARTIYA JANTA PARTY,10000000
583,15-Apr-19,BHARTIYA JANTA PARTY,10000000
584,15-Apr-19,BHARTIYA JANTA PARTY,10000000
585,15-Apr-19,BHARTIYA JANTA PARTY,10000000
586,15-Apr-19,BHARTIYA JANTA PARTY,1000000
587,15-Apr-19,BHARTIYA JANTA PARTY,1000000
588,15-Apr-19,BHARTIYA JANTA PARTY,1000000
589,15-Apr-19,BHARTIYA JANTA PARTY,100000
590,15-Apr-19,BHARTIYA JANTA PARTY,100000
591,15-Apr-19,BHARTIYA JANTA PARTY,10000000
592,15-Apr-19,BHARTIYA JANTA PARTY,10000000
593,15-Apr-19,BHARTIYA JANTA PARTY,10000000
594,15-Apr-19,BHARTIYA JANTA PARTY,10000000
595,15-Apr-19,BHARTIYA JANTA PARTY,1000000
596,15-Apr-19,BHARTIYA JANTA PARTY,1000000
597,15-Apr-19,BHARTIYA JANTA PARTY,1000000
598,15-Apr-19,BHARTIYA JANTA PARTY,1000000
599,15-Apr-19,BHARTIYA JANTA PARTY,1000000
600,15-Apr-19,BHARTIYA JANTA PARTY,1000000
601,15-Apr-19,BHARTIYA JANTA PARTY,1000000
602,15-Apr-19,BHARTIYA JANTA PARTY,1000000
603,15-Apr-19,BHARTIYA JANTA PARTY,1000000
604,15-Apr-19,BHARTIYA JANTA PARTY,1000000
605,15-Apr-19,BHARTIYA JANTA PARTY,1000000
606,15-Apr-19,BHARTIYA JANTA PARTY,1000000
607,15-Apr-19,BHARTIYA JANTA PARTY,1000000
608,15-Apr-19,BHARTIYA JANTA PARTY,1000000
609,15-Apr-19,BHARTIYA JANTA PARTY,10000000
610,15-Apr-19,BHARTIYA JANTA PARTY,1000000
611,15-Apr-19,BHARTIYA JANTA PARTY,1000000
612,15-Apr-19,BHARTIYA JANTA PARTY,10000000
613,15-Apr-19,BHARTIYA JANTA PARTY,10000000
614,15-Apr-19,BHARTIYA JANTA PARTY,1000000
615,15-Apr-19,BHARTIYA JANTA PARTY,100000
616,15-Apr-19,BHARTIYA JANTA PARTY,10000000
617,15-Apr-19,BHARTIYA JANTA PARTY,10000000
618,15-Apr-19,BHARTIYA JANTA PARTY,1000000
619,15-Apr-19,BHARTIYA JANTA PARTY,1000000
620,15-Apr-19,BHARTIYA JANTA PARTY,10000000
621,15-Apr-19,BHARTIYA JANTA PARTY,10000000
622,15-Apr-19,BHARTIYA JANTA PARTY,1000000
623,15-Apr-19,BHARTIYA JANTA PARTY,1000000
624,15-Apr-19,BHARTIYA JANTA PARTY,1000000
625,15-Apr-19,BHARTIYA JANTA PARTY,10000000
626,15-Apr-19,BHARTIYA JANTA PARTY,1000000
627,15-Apr-19,BHARTIYA JANTA PARTY,1000000
628,15-Apr-19,BHARTIYA JANTA PARTY,10000000
629,15-Apr-19,BHARTIYA JANTA PARTY,10000000
630,15-Apr-19,BHARTIYA JANTA PARTY,1000000
631,15-Apr-19,BHARTIYA JANTA PARTY,1000000
632,15-Apr-19,BHARTIYA JANTA PARTY,1000000
633,15-Apr-19,BHARTIYA JANTA PARTY,1000000
634,15-Apr-19,BHARTIYA JANTA PARTY,1000000
635,15-Apr-19,BHARTIYA JANTA PARTY,1000000
636,15-Apr-19,BHARTIYA JANTA PARTY,1000000
637,15-Apr-19,BHARTIYA JANTA PARTY,1000000
638,15-Apr-19,BHARTIYA JANTA PARTY,1000000
639,15-Apr-19,BHARTIYA JANTA PARTY,1000000
640,15-Apr-19,DMK PARTY IN PARLIAMENT,10000000
641,15-Apr-19,DMK PARTY IN PARLIAMENT,10000000
642,15-Apr-19,DMK PARTY IN PARLIAMENT,10000000
643,15-Apr-19,DMK PARTY IN PARLIAMENT,10000000
644,15-Apr-19,DMK PARTY IN PARLIAMENT,10000000
645,15-Apr-19,DMK PARTY IN PARLIAMENT,10000000
646,15-Apr-19,DMK PARTY IN PARLIAMENT,10000000
647,15-Apr-19,JANATA DAL ( SECULAR ),1000000
648,15-Apr-19,JANATA DAL ( SECULAR ),1000000
649,15-Apr-19,JANATA DAL ( SECULAR ),1000000
650,15-Apr-19,JANATA DAL ( SECULAR ),1000000
651,15-Apr-19,JANATA DAL ( SECULAR ),1000000
652,15-Apr-19,JANATA DAL ( SECULAR ),1000000
653,15-Apr-19,JANATA DAL ( SECULAR ),1000000
654,15-Apr-19,JANATA DAL ( SECULAR ),1000000
655,15-Apr-19,JANATA DAL ( SECULAR ),1000000
656,15-Apr-19,JANATA DAL ( SECULAR ),1000000
657,15-Apr-19,JANATA DAL ( SECULAR ),1000000
658,15-Apr-19,JANATA DAL ( SECULAR ),1000000
659,15-Apr-19,JANATA DAL ( SECULAR ),1000000
660,15-Apr-19,JANATA DAL ( SECULAR ),1000000
661,15-Apr-19,JANATA DAL ( SECULAR ),1000000
662,15-Apr-19,JANATA DAL ( SECULAR ),1000000
663,15-Apr-19,JANATA DAL ( SECULAR ),1000000
664,15-Apr-19,JANATA DAL ( SECULAR ),1000000
665,15-Apr-19,JANATA DAL ( SECULAR ),1000000
666,15-Apr-19,JANATA DAL ( SECULAR ),1000000
667,15-Apr-19,JANATA DAL ( SECULAR ),1000000
668,15-Apr-19,JANATA DAL ( SECULAR ),1000000
669,15-Apr-19,JANATA DAL ( SECULAR ),1000000
670,15-Apr-19,JANATA DAL ( SECULAR ),1000000
671,15-Apr-19,JANATA DAL ( SECULAR ),1000000
672,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
673,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
674,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
675,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
676,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
677,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
678,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
679,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
680,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
681,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
682,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
683,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
684,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
685,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
686,15-Apr-19,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000
687,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
688,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
689,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
690,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
691,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
692,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
693,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
694,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
695,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
696,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
697,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
698,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
699,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
700,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
701,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
702,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
703,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
704,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
705,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
706,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
707,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
708,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
709,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
710,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
711,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
712,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
713,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
714,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
715,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
716,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
717,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
718,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
719,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
720,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
721,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
722,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
723,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
724,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
725,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
726,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
727,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
728,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
729,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
730,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
731,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
732,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
733,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
734,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
735,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
736,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
737,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
738,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
739,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
740,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
741,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
742,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
743,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
744,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
745,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
746,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
747,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
748,15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
749,15-Apr-19,SHIVSENA (POLITICAL PARTY),10000000
750,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
751,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
752,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
753,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
754,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
755,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
756,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
757,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
758,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
759,15-Apr-19,SHIVSENA (POLITICAL PARTY),1000000
760,15-Apr-19,TELUGU DESAM PARTY,10000000
761,15-Apr-19,TELUGU DESAM PARTY,10000000
762,15-Apr-19,TELUGU DESAM PARTY,10000000
763,15-Apr-19,TELUGU DESAM PARTY,10000000
764,15-Apr-19,TELUGU DESAM PARTY,10000000
765,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
766,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
767,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
768,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
769,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
770,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
771,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
772,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
773,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
774,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
775,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
776,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
777,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
778,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
779,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,100000
780,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
781,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
782,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
783,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
784,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
785,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
786,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
787,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
788,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
789,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
790,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
791,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
792,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
793,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
794,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
795,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
796,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
797,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1000000
798,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
799,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
800,16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,10000000
801,16-Apr-19,BHARTIYA JANTA PARTY,10000000
802,16-Apr-19,BHARTIYA JANTA PARTY,10000000
803,16-Apr-19,BHARTIYA JANTA PARTY,10000000
804,16-Apr-19,BHARTIYA JANTA PARTY,10000000
805,16-Apr-19,BHARTIYA JANTA PARTY,10000000
806,16-Apr-19,BHARTIYA JANTA PARTY,10000000
807,16-Apr-19,BHARTIYA JANTA PARTY,10000000
808,16-Apr-19,BHARTIYA JANTA PARTY,10000000
809,16-Apr-19,BHARTIYA JANTA PARTY,10000000
810,16-Apr-19,BHARTIYA JANTA PARTY,10000000
811,16-Apr-19,BHARTIYA JANTA PARTY,10000000
812,16-Apr-19,BHARTIYA JANTA PARTY,10000000
813,16-Apr-19,BHARTIYA JANTA PARTY,10000000
814,16-Apr-19,BHARTIYA JANTA PARTY,10000000
815,16-Apr-19,BHARTIYA JANTA PARTY,10000000
816,16-Apr-19,BHARTIYA JANTA PARTY,10000000
817,16-Apr-19,BHARTIYA JANTA PARTY,10000000
818,16-Apr-19,BHARTIYA JANTA PARTY,10000000
819,16-Apr-19,BHARTIYA JANTA PARTY,10000000
820,16-Apr-19,BHARTIYA JANTA PARTY,10000000
821,16-Apr-19,BHARTIYA JANTA PARTY,10000000
822,16-Apr-19,BHARTIYA JANTA PARTY,10000000
823,16-Apr-19,BHARTIYA JANTA PARTY,10000000
824,16-Apr-19,BHARTIYA JANTA PARTY,10000000
825,16-Apr-19,BHARTIYA JANTA PARTY,10000000
826,16-Apr-19,BHARTIYA JANTA PARTY,10000000
827,16-Apr-19,BHARTIYA JANTA PARTY,10000000
828,16-Apr-19,BHARTIYA JANTA PARTY,10000000
829,16-Apr-19,BHARTIYA JANTA PARTY,10000000
830,16-Apr-19,BHARTIYA JANTA PARTY,10000000
831,16-Apr-19,BHARTIYA JANTA PARTY,10000000
832,16-Apr-19,BHARTIYA JANTA PARTY,10000000
833,16-Apr-19,BHARTIYA JANTA PARTY,10000000
834,16-Apr-19,BHARTIYA JANTA PARTY,10000000
835,16-Apr-19,BHARTIYA JANTA PARTY,10000000
836,16-Apr-19,BHARTIYA JANTA PARTY,10000000
837,16-Apr-19,BHARTIYA JANTA PARTY,10000000
838,16-Apr-19,BHARTIYA JANTA PARTY,10000000
839,16-Apr-19,BHARTIYA JANTA PARTY,10000000
840,16-Apr-19,BHARTIYA JANTA PARTY,10000000
841,16-Apr-19,BHARTIYA JANTA PARTY,10000000
842,16-Apr-19,BHARTIYA JANTA PARTY,10000000
843,16-Apr-19,BHARTIYA JANTA PARTY,10000000
844,16-Apr-19,BHARTIYA JANTA PARTY,10000000
845,16-Apr-19,BHARTIYA JANTA PARTY,10000000
846,16-Apr-19,BHARTIYA JANTA PARTY,1000000
